adpu,其实
aiqf,藩镇
aixq,薄纸
ajem,募股
ajfh,鹊起
ajgg,划一
ajpf,草寇
alai,菌落
apcc,营垒
apjv,荣归
apys,苎麻
aqyw,区府
arav,茱萸
atdm,荞面
avhw,切齿
awak,花萼
awfk,花露
awqn,花饰
avnh,萧疏
apyy,蒙文
apwt,荣任
amwf,英伟
aktd,惑乱
amdo,黄磷
amin,黄汤
amtk,黄种
aiaj,蒲草
agpf,莱塞
axwy,药食
axae,莼菜
adlp,苦逼
admd,基岩
adud,苦差
adux,项背
aebb,藤子
aehk,菜点
aerc,菜摊
agaw,荆芥
agrf,匡扶
ahif,雅洁
ahsj,卧榻
ahud,颐养
aipu,薄被
aite,荡舟
adca,藏戏
aeyt,散放
awit,孽海
aitv,东魏
aiws,落体
ajlu,划圈
ajuy,墓门
ajwb,草创
alxx,菌丝
alqr,苏铁
akad,勤苦
ajic,草滩
aitx,落第
ahyu,邪说
ahwx,卧佛
ahug,卧病
aema,散曲
adej,苦胆
ayed,蓄须
axsr,药棉
axrm,药罐
awkh,苍鹭
avey,切脉
auwd,薪俸
aqgc,获致
antf,艺德
ahgh,雅正
adeq,藏胞
aajt,工蜂
adec,基肥
aqny,葱翠
adfw,若夫
afep,甘受
aqyt,区旗
ahoo,邪火
ahpf,牙冠
ailg,藩国
amea,巩膜
ankq,世兄
avhk,切点
avys,荨麻
awpu,花被
aqpv,苟安
apqk,劳逸
aqol,敬烟
awbd,巷陌
awnd,共居
awoj,花烛
awyy,共议
axuj,药单
aajy,工蚁
aeya,散席
alys,苗床
ajto,暮秋
aind,蒲剧
agts,荆条
aepw,菜窖
adew,苦脸
acwf,茅舍
aawd,工段
aats,戒条
aaif,工潮
aywy,芳邻
ayrh,荒年
adfh,基址
awal,花苗
awec,花肥
anss,艺林
amrt,英挺
aynt,蓄发
anwf,世传
apim,荤油
asaj,茜草
avff,萧墙
avou,切糕
awib,花池
aybb,蒿子
ayth,匾牌
agca,巧劲
aiir,落泊
awhj,茶桌
ayud,蓄养
awap,苁蓉
abet,节用
aiys,东床
aieq,薄脆
agfg,巧干
aeyj,散剂
aeaa,散工
abfc,节支
atgb,萎顿
ajae,葛藤
ajge,蓝靛
ajjh,草虫
afws,甘休
agcn,蔫巴
agfb,葬地
ahmf,牙雕
aeii,散水
aeac,菜苔
alld,功罪
alye,苗裔
anxl,巨细
apak,荧惑
aygm,芒刺
ahbm,邪祟
afnd,甘居
aews,散体
adtd,戡乱
adqc,基色
adiw,荐举
adft,期考
abvv,节妇
aivy,落忍
avyo,切变
avsv,切要
aayf,工读
arrn,匠气
apjg,劳师
amsy,黄檀
aijv,落照
aiay,落荒
ahwf,牙祭
ahwd,臣僚
axtm,药筒
aeyw,散座
awqu,花镜
aqth,苟延
aptc,营私
apgk,蒙事
allk,功架
akth,萼片
aijs,落果
ahtm,卧射
ahfr,牙垢
ajtw,草签
aabq,芽孢
awdv,茶肆
aqvv,警嫂
aqow,芡粉
aiag,薄葬
aggk,巧事
aynh,荒疏
atrf,攻擂
awxx,花丝
apng,萦怀
ajpb,草字
ajmt,划账
adka,欺哄
aiww,落价
axsp,药枕
adry,藏掖
aeam,藤黄
aeyh,菜店
abgq,节烈
aanh,戒惧
ajxx,茧丝
aqwh,敬候
aujs,蒴果
auqn,薪饷
awfr,茶垢
awrc,茶摊
aasg,工本
alrr,苏白
amja,黄蜡
aaag,工巧
afaw,芫花
acse,茅棚
awaa,花工
awrt,茶托
ayph,荒寂
aekk,藤器
aqxa,艾绒
aptp,劳乏
ahny,邪心
alyw,莲座
ahow,牙粉
akvs,勤杂
ajdo,草灰
agwy,葬仪
ayyc,荒弃
aauj,工间
akqd,或然
apwu,劳倦
aiyq,落底
ahlg,卧车
aaou,工料
aerh,菜牛
aitd,落籍
axhw,药具
axnn,药书
avum,萧飒
aqws,欧体
amid,黄源
addy,基态
auqi,燕尔
asgg,苯环
alng,苗情
aldr,功碑
agtj,匡复
ayrg,荒丘
axou,药料
awty,花簇
avuj,切音
adxt,期终
adsm,戎机
aelg,菜圃
aeqq,菜金
aesr,散板
afah,贰臣
afnm,鞋刷
aguy,巧辩
ahwn,邪僻
akae,堇菜
akqc,堇色
axqn,药饵
aajj,工日
aaru,芽接
aviv,切当
awtm,花筒
axay,蕴蓄
alac,薯蓣
aypf,荒寒
aibm,落聘
afrm,鞣制
axpe,药农
apmy,蔻丹
abof,蒸烤
aboa,节煤
ajrv,草垫
aqlk,敬贺
athw,翘盼
atyn,翘望
abat,荫翳
aedt,菜帮
aisi,蒲桃
aqwg,苟全
aemq,散见
afam,蒜黄
aftf,鞭毛
ajym,草市
amdw,贡奉
absg,节本
aavn,戒刀
ayhx,芦柴
awsv,孽根
aisf,落标
axra,药皂
ajwx,募化
ahdc,牙碜
afya,苇席
afai,苇荡
aalt,工力
awoy,茶炉
ayll,蔗田
ahdm,苫布
ahrr,牙白
ajws,草体
aqwt,殴伤
akrm,匮缺
aeca,散戏
aisq,蒲柳
abgh,节下
adrh,期年
advj,匪巢
aahv,芽眼
aylf,荒置
awuq,茶资
anhw,艺龄
adee,期月
ayui,荒瘠
avyw,切诊
ayqd,蔼然
adrn,惹气
abud,节减
aaxl,工细
aujp,蕲蛇
ahio,雅淡
ablt,节略
adem,期股
adgh,勘正
ahqc,牙色
ajap,墓茔
anus,世亲
awed,花须
aidd,落套
alyn,莲房
aeth,藤牌
afti,苇箔
awxu,荏弱
anat,世医
aqfg,警士
ahrf,牙质
aagc,工致
ajwf,划付
aege,菜青
ageg,匡助
ajxw,摹绘
anfh,蔚起
admu,欺罔
apuy,劳瘁
ajjy,暮景
afck,靶台
abse,荫棚
apqq,劳金
adxh,荐引
ayuv,荒歉
aalk,工架
aarb,匿报
afow,鞋粉
agfi,匡救
aqdf,殴辱
ajay,草荒
afou,鞣料
ahsh,雅相
adaq,茏葱
ambw,芟除
adsu,勘校
aqwc,敬颂
agyn,匡谬
akuj,匮竭
aphi,劳步
bnjg,也是
bmgo,出来
bybb,孩子
bmgm,出现
bnyt,也许
bwbn,除了
bngi,也不
bnde,也有
bmfc,出去
bnqe,了解
bnkc,了吧
butx,联系
bnkc,了吗
bnwf,也会
bmbn,出了
bnsv,也要
bdud,随着
bnyi,也就
bkog,职业
bwrp,附近
bdwg,随便
bjiq,阳光
bntv,也很
bwwd,阶段
bdyw,承认
bmtg,出生
bnvb,也好
bqgd,聊天
buje,聪明
bctj,取得
bvrm,限制
bnkb,了啊
btwq,降低
bndh,也在
bmkk,出口
bnce,也能
buwg,联合
bnwh,了个
bwkm,队员
bdrg,随后
buje,联盟
bmuy,出门
bmnt,出发
bdjf,随时
bwwg,队伍
bsvg,阿姨
bdrj,承担
bcii,取消
brqt,孤独
bdya,承诺
bnkn,了呢
bnwb,了他
bush,联想
bupf,联赛
bmrt,出手
bmqc,出色
bmck,出台
bypf,防守
bmwy,出售
bmrq,出的
bwta,队长
byhh,防止
bdep,承受
bmth,出版
bdtg,陌生
bcwf,聚会
bduj,随意
bwdj,除非
buwq,陪你
bkaa,职工
bmlg,出国
bnth,也算
bgtg,卫生
bbvv,子女
bqad,隐藏
bmya,出席
bnbb,孔子
bgsg,陕西
bgms,耳朵
bxgh,陛下
bgjt,卫星
bnhx,了些
bnpu,也被
bndy,也太
bnuq,也将
bpta,院长
bqty,陷入
behh,阻止
bytr,防御
bmgf,出于
bmfn,出场
bibb,孙子
bmte,出租
bsbu,阿联
budj,障碍
blpw,阵容
bmud,出差
bruj,孤单
btww,降价
bwdc,队友
bkwu,职位
bmtm,出身
bmqk,出名
buce,联通
bktl,职务
bfxf,陆续
bnsk,也可
bgnk,隔壁
bgpy,卫视
bkgm,职责
bpps,辽宁
bcwy,聚集
bcwa,取代
bgsm,耳机
bnkt,了哦
bqtc,隐私
bnul,也曾
bnyi,了就
bnky,了嘛
bnyy,也该
bpyk,耽误
buwu,陪伴
bwnf,阶层
bejy,阴影
bbxu,子弹
bdsm,随机
bmgk,出事
bmip,出演
bmtf,出行
bnlf,也罢
bnsh,也想
bpbb,院子
bpsu,院校
budt,联邦
bdvc,随即
bqbf,陷阱
bdai,堕落
beya,阴谋
bngg,了一
bpfg,院士
bnkw,也只
bmth,出自
bnka,了呀
bntf,也行
bnyh,也让
burt,联手
bfpl,陆军
bnkl,也别
bmlv,出轨
bmfn,出卖
buxt,联络
byai,防范
bqha,隐瞒
bnxx,也比
bhdf,耻辱
bqtm,隐身
bmxg,出线
bsvt,阿娇
bnkn,也叫
bmdm,出面
bkfn,职场
bnyl,也为
bttg,隆重
bmkh,出路
bdpp,随之
bncf,也对
bglp,耳边
belt,阻力
bedj,阻碍
bebj,阴阳
bquq,陶瓷
bmnn,出局
bmut,出道
bmbp,出院
bqkk,隐患
bjck,阳台
blfb,阵地
bgyb,隔离
byic,防治
bwwr,附件
bngh,了下
bnxw,也给
bnrt,也挺
bmwh,出个
bcet,取胜
buut,隧道
btjt,降临
bcbm,取出
bmud,出头
bngo,也来
bwqh,除外
bwxe,阶级
byry,防护
bbbi,子孙
bkce,职能
blap,阵营
bmfm,出击
bmqg,出钱
bmtl,出血
bqbn,聊了
beju,阴暗
bumg,陪同
bseu,阿胶
bnyu,也说
bmty,出入
bwfc,除去
bngi,了还
bmwt,出任
bcwy,聚焦
byqt,孩儿
bmfc,出动
bmkk,出品
bmyh,出让
bbpk,子宫
bcbn,娶了
brqt,孤儿
btij,降温
beri,阻挡
bwkr,聆听
bwlk,附加
bmww,出众
biov,函数
bssk,阿哥
bmoy,出炉
bmuq,出资
bntk,也和
bntj,了得
bbux,子弟
bdqn,承包
bqau,隐蔽
bdrt,随手
bgiq,耳光
bish,丞相
bkkm,职员
bsdm,阿布
bmrg,出兵
bnbn,了了
bmwx,出货
bmqa,出错
bmth,出处
bgud,隔着
bbqg,耶稣
bmfp,出过
bmfn,出声
bqsg,陶醉
byxg,防线
bwnt,附属
bmiy,出游
bqga,隐形
bqpd,陷害
bmyg,聘请
bmth,出息
beut,阴道
bdfa,承载
basy,陈述
blbl,阵阵
bsjf,阿里
buvb,陪她
bcqk,取名
byii,防水
bngh,也正
bqbq,隐隐
bktq,职称
bffb,陆地
byjs,防晒
btgc,降到
btai,降落
bmhk,出战
bmfi,出示
bqxq,隐约
bivv,孙女
bnww,也从
bnnn,也快
bdtm,随身
bypw,防空
bsdw,阿泰
bnkr,了啦
bmpe,出家
bcbn,取了
bdwq,随你
buwb,陪他
bgjq,卫冕
bmhw,出具
bvjg,限量
bebw,阴险
bmds,出奇
bman,出世
blif,阵法
bnqk,也够
bsqi,阿尔
bnqq,也多
bctt,取笑
bmif,出汗
bmtg,出征
bnnn,也已
bnrc,也把
bytl,防备
bwai,坠落
bwgk,附带
bmlt,出力
beru,阻拦
bupl,联军
btmh,降幅
bruu,孤立
bwhx,险些
bchq,聚餐
bcwq,娶你
bwrh,除掉
bybg,防卫
bdlw,承办
bdru,承接
bedl,阴历
begd,阴天
bgiw,卫浴
biqc,逊色
blfg,阵雨
bngi,也还
bngk,了事
bniw,孔雀
bnyi,也应
bvpg,限定
bvya,限度
bmtu,出乎
bmim,出没
bmes,出彩
bcyg,取证
bggg,耳环
bsnu,阿飞
bumq,联网
bsww,阿伦
bsuy,阿门
bcje,取暖
brph,孤寂
bqtn,隐秘
bqnd,隐居
bisc,孙权
bpru,耽搁
befe,阴霾
bfkt,陆川
bdkk,随口
bndn,也成
bpjf,院里
bnwq,也像
bngn,也与
bngj,也更
bnfq,也无
bjdl,阳历
bdxx,随缘
bdtt,随笔
bcrq,取的
bbna,子民
bafj,陈坤
bnyo,也蛮
bnyg,也请
bnnb,也敢
bsru,阿拉
bmmm,出山
bnfi,也未
bncw,也难
bfii,陵水
bgfg,卫士
binu,孙悦
bjia,阳江
bjnt,阳性
blbb,孟子
bmit,出海
bnxf,了结
bmvp,出嫁
bmff,出土
bisf,孙楠
bera,阻挠
bcdx,聚龙
bcwf,取舍
byuq,防盗
byoo,防火
bwjf,队里
bwgo,险恶
bnet,也用
bwga,队形
bufc,联动
budh,聪慧
btxe,降级
btbn,降了
bsdg,阿三
bmfd,出城
bsgc,阿玛
byuj,孩童
bcwg,聚合
bgux,陕北
bqvy,隐忍
bqud,聊着
bmfu,出境
bmfh,出走
biwg,孙俪
blyn,阵亡
bahj,陈旧
bbkb,子啊
bctr,娶我
bcvb,娶她
beac,阴茎
bmrn,出气
bdtk,随和
befm,阻击
bape,陈家
bmet,聘用
bmdg,出厂
bjut,阳痿
bhdn,蚩尤
bjub,阳朔
bbdx,子龙
bytl,防务
bwsu,阶梯
bnrh,也看
bubu,陪陪
bpxg,院线
bnwg,也使
bntq,也称
bbft,子都
bdtf,随行
bfue,陆毅
bjrn,阳气
bmiq,出逃
bmrv,出招
bmus,出新
bmyt,出庭
bnkm,了呗
bnkr,也听
bnrh,了看
bpui,辽阔
bqgc,聊到
bsih,阿婆
bvmq,限购
bwhh,附上
bwqt,除夕
bwty,坠入
bags,陈琳
bbfc,子云
bcgh,取下
bcqg,取钱
bctm,取向
bcxu,取缔
bdnt,随性
bgyw,隔夜
bpmw,院内
bptx,院系
bqkc,聊吧
bqtj,聊得
bfaj,陵墓
bdny,随心
bcxc,取经
bagq,陈列
buqk,联名
btth,降息
btfg,降雨
bcjy,取景
blnu,孟买
bmdh,出在
bnje,孔明
bwva,坠毁
bnld,也因
bnny,也以
baue,陈毅
bmut,出产
bupu,联袂
buvl,联姻
barh,陈年
bavb,陈好
bcwh,娶个
bdec,堕胎
byrp,防控
byru,防抖
bksc,职权
blrv,阵势
bmjg,出题
bguy,隔阂
bmwt,聘任
bmww,出价
bntm,也向
bqyd,聊斋
bvgf,限于
bgub,耳闻
bwkh,附中
bmcn,出马
bnwd,也做
bitg,孙策
beip,阴沉
bmqt,出狱
bmyy,出访
bnbm,也出
bndd,也大
bnep,也爱
bnnr,也怕
buag,陪葬
brqy,孤岛
bqnt,隐性
baja,陈晓
bbjh,子曰
bepf,阻塞
bern,阴气
bexg,阴线
bvpt,限额
bnmh,也由
bmii,出水
bent,阴性
beuj,阴间
bgrg,卫兵
bguj,隔音
bipe,孙家
bjbj,阳阳
bjxg,阳线
bmgi,出不
baaf,陈某
bcad,取其
bcbc,聚聚
beuw,阴冷
bwtk,附和
bwmw,队内
bvtf,限行
bubw,联队
btqq,隆多
btii,降水
bytm,防身
bsyn,阿扁
bspg,阿宝
bqwy,隐含
bqgf,陷于
bqfh,聊起
bqfd,聊城
bpai,院落
bnwf,了会
bmqu,出镜
bnnu,也买
bdap,承蒙
bnhh,也上
bnfh,也真
bbfw,耶夫
bndj,也非
bmqh,出外
bluc,阵痛
bjmq,阳刚
busm,联机
bdtf,承德
bdww,随从
bebg,阻隔
beon,阻断
bgbw,卫队
byin,防汛
bwws,附体
bwlt,附图
bglg,卫国
bnrs,也打
bqkw,隐喻
brwn,孤僻
bsaf,阿甘
bhtt,耻笑
bgxq,隔绝
bcnu,取悦
bclk,取回
bbtv,耶律
bnrj,也提
bcff,取款
bcwh,取个
bvgk,限速
bayp,陈豪
bwny,除以
bdwb,随他
bess,阴森
bfmi,陡峭
bggd,隔天
bgsu,卫校
bnfc,了却
bnon,了断
bnsg,也配
bqaa,隐匿
bbyw,子夜
bqng,隐情
bscc,阿桑
bsvc,阿妈
bsxq,阿弥
buww,联众
bvad,限期
bnpy,也祝
bnuy,也门
bnkt,也吃
buyp,联谊
bkdg,陨石
bmnf,出丑
bfmt,陆峰
bnnc,也怪
bmst,出格
bdth,随处
bnfq,了无
bnkf,了哇
bpjl,陀螺
bqfg,隐士
bqfp,聊过
brwg,孤傲
bsgg,阿瑟
bsog,阿炳
bwsc,除权
bwvi,附录
bwud,附着
bwgq,队列
bwet,险胜
bywy,防伪
bofh,耿直
bpai,辽东
bpug,耽美
byyw,防腐
byum,防疫
bwng,险情
buby,联防
bede,阴郁
bfhh,陆上
bfjm,际遇
bflf,陵园
bgga,隔开
bgim,耳洞
bpbj,辽阳
bcgv,娶妻
bafc,陈云
baje,陈明
bajq,陈易
bbjf,子时
bcgc,娶到
bgpf,耳塞
bire,函授
bsvf,阿妹
bqjt,隐晦
bcth,取自
bmhx,出此
brjt,孤星
bsad,阿斯
bsam,阿黄
bsmp,阿迪
bssf,阿杜
bmxm,出纳
bnit,也少
bcww,聚众
bsve,阿姐
bsdx,阿龙
brtm,孤身
bpyy,院方
bnwv,也分
bnua,也并
bwso,坠楼
bnra,也找
bnip,也学
bngf,也玩
bmwu,出位
bmuh,出站
bktf,亟待
bkai,陨落
bggt,耳麦
bfqd,陡然
befg,阴雨
bdyv,隋唐
bvjf,限时
burt,联播
bupu,陪衬
bdmg,随同
bdfb,随地
bcut,聚首
bcsf,取材
bbmq,子网
bauk,陈总
bfhk,陆战
btbt,隆隆
bswy,阿信
bswq,阿爸
byoj,防爆
bwud,附送
byim,防滑
biqt,孙儿
bixw,孙维
bafn,陈志
bamq,陈刚
baxa,陈红
bshx,阿紫
bcnd,聚居
beuk,阴部
bttg,降生
bucq,联欢
bwat,队医
bjdw,阳春
bksu,职校
bmpy,出神
bmpy,聘礼
bnfh,也走
bngc,也到
bnjh,也早
bnuk,也总
bqnd,隐忧
bqve,隐退
biyy,孙文
bsms,阿朵
btdx,降龙
btfh,隆起
bgai,卫东
bgkq,耳鸣
bgnu,陋习
bgon,隔断
bmca,出戏
bnip,也常
bshh,阿卡
bsjl,阿曼
bsks,阿呆
bsst,阿梅
btdf,降压
bteq,隆胸
btfv,降雪
bubn,陪了
buxa,陪练
bvww,限价
bwfu,险境
bwmc,险峻
bwsm,坠机
byia,防洪
bypo,防灾
baet,陈胜
bkym,职高
bcfh,取走
bdrr,随拍
bfha,陆虎
bgea,隔膜
bglu,耳畔
bgyb,耳熟
bijc,孙坚
blgq,阵列
bmyy,出言
bngf,也于
bnhx,了此
bstr,阿穆
btgh,降下
btyl,降为
bweb,队服
byfd,防震
baqa,陈氏
baqq,陈金
baxt,陈颖
bcwx,取货
bdkh,陌路
becb,阴柔
bfkh,陆路
bghh,耳目
bgqs,耳钉
byug,防病
bgdx,耳聋
bdyy,随访
bdwk,承保
bdty,堕入
bahc,陈皮
blmq,阵风
blef,阵脚
bgyg,耳语
bsuf,阿斗
byuk,防癌
bwif,除尘
bwde,附有
buxf,联结
buis,陪酒
bbkm,子嗣
bgea,耳膜
bgrv,隔热
blxg,阵线
bmjg,出师
bqkk,陶器
bdvf,承建
bury,陪护
bupy,联社
btqe,降解
btkk,聒噪
buvp,陪嫁
bbha,子虚
bcae,聚散
bdpl,随军
bqai,陷落
byif,防潮
bqbb,孢子
bymq,防风
bjuj,阳间
bcrd,聚拢
baym,陈设
budd,联大
bquc,陶冶
bniv,了当
bcsu,取样
bdsh,随想
beig,阻滞
benx,阻尼
beuy,阴凉
bmtd,出笼
byif,防尘
bwyv,附庸
bwqk,除名
bwih,附小
buxt,聪颖
bpff,院墙
bvjn,限电
btau,降薪
bwtk,险种
bqqd,陶然
bqff,陶土
bmwg,出使
bmgq,出殡
bemm,阴山
befc,阴云
bdtg,承重
bcqi,取乐
bwga,除开
byja,防暴
bypf,防寒
bmlw,出界
bmkg,出号
bquc,隐痛
beha,阴虚
bfmq,陆风
bnym,孔庙
bcus,娶亲
bkfd,亟需
bskf,阿嚏
bwsv,险要
bwfc,除却
bteb,降服
bemq,阴风
bgtg,耳垂
brad,孤苦
brfc,孤魂
bsje,阿盟
btwd,降伏
bddx,承袭
bffh,陡坡
bqan,陶艺
byrj,孩提
bcsg,聚酯
begx,阴毒
bery,阻抗
bayt,陈放
brfd,孤城
bswc,阿公
bttu,隆冬
bygx,防毒
buap,联营
bwaj,除草
byxu,防弹
buyf,陪读
bgff,隔墙
bgsr,隔板
bgsv,耳根
bjri,阳泉
bmbw,出险
bnqd,了然
bwiy,附注
bddg,随感
bdrj,承揽
beiq,阴沟
bgan,隔世
bjdt,阳寿
bmaa,出工
bpis,辽河
bswr,阿伯
byaq,防区
bvlw,限界
bmut,出阁
bgjj,隔日
bkft,职教
bwij,除湿
bcun,取决
bdte,承租
bmvp,出巡
bmlg,出车
buwf,陪侍
bmak,出勤
bmnn,聘书
bmpf,出赛
bjha,阳虚
bwbb,坠子
butx,聪敏
bdcq,承欢
bfpu,陵寝
bswq,阿爹
befc,阴魂
btbd,阡陌
btbk,降职
bpsg,辽西
byqt,防锈
bcut,取道
brpl,孤军
bqim,隐没
bdxo,承继
bcmf,聚财
bayw,陈腐
barg,陈兵
bwfb,坠地
buwk,联保
buya,联席
bwpd,除害
bwge,附表
bwbe,险阻
bufc,联运
brdw,孤雁
bqgm,隐现
bpid,辽源
bnyw,孔府
bmyw,出诊
bmgq,出列
bgpg,陋室
bffu,陡增
beoq,阻燃
bcyj,聚齐
bcwg,聚敛
bcag,取巧
bayn,陈词
befa,阻截
bcai,聚落
byua,防冻
bmwa,出借
betf,阴德
basg,陈醋
bqyf,隐讳
bqqd,陶铸
bfwd,陆佰
bgbf,耳际
bkwj,职介
bmsu,出栏
bgqn,耳饰
bdiv,承当
bdfk,随喜
bcwy,取信
bwif,除法
biwr,函件
byjf,防暑
bupt,陪客
bmte,出航
bwtm,队徽
bmbl,出阵
bjse,阳极
bese,阴极
basg,陈酿
bobo,耿耿
bulf,联署
bwwf,附会
bwsv,除根
blaa,阵式
bept,阴宅
brgq,孤残
btbt,孜孜
btst,降格
bwmt,险峰
buna,联展
buim,隧洞
brft,孤老
bqwc,陶俑
bgyy,耳廓
bgmm,隔山
bgdy,卫戍
bfbb,孺子
berk,阴损
bdfc,承运
bciq,聚光
bgux,耳背
bwyy,附议
bwth,除息
bduk,承兑
bgno,耳屎
bbwy,子集
bntc,孔径
brmt,孤峰
brvv,孤女
brym,孤高
bwgm,险遭
bkxe,职级
bvut,限产
baxv,陈绍
bkpf,职守
bpfq,辽远
bwic,险滩
bwyy,附言
bcyo,聚变
bctk,聚积
bjwu,阳伞
bjgu,阳平
bnbi,孔隙
bgut,卫道
bmai,出落
bjpt,阳宅
bwym,附设
bukj,联唱
btdn,隆盛
bqut,隐疾
byft,防霉
bwfb,险地
bqqk,隐逸
bukk,隘口
bulw,联办
bsyv,阿谀
bsvv,阿嫂
brpd,孤寡
bnqd,孑然
bmiu,出洋
bcif,取法
bnim,孔洞
bjan,阳世
bbwg,子侄
bsqy,阿訇
bafw,陈规
btyt,降旗
bwyt,队旗
bmpf,出塞
bwmj,附则
buft,陪考
bett,阴笑
beij,阴湿
bdit,陇海
brtf,孤行
bmrk,出操
brej,孤胆
bayu,陈说
bdkm,随员
bmrc,出摊
bhme,耻骨
bgpy,耳福
bfyb,陆离
bfip,陆沉
bffc,陆运
bdtf,随迁
bayo,陈迹
bykk,防患
buys,陪床
bmaw,出恭
bfrw,陆拾
bang,陈情
bwgk,队副
bvwy,限令
bpfm,院坝
bkjt,陨星
bqrf,隐遁
bijn,函电
bgpw,耳穴
bdww,随俗
buws,联体
bwuk,队部
bcmf,聚赌
btgk,降速
bkdd,职大
bqwd,隐伏
bgaw,陋巷
bqtl,隐睾
bmeu,出脱
bqyg,隐语
bsvp,阿婶
brsg,孤本
bnut,孔道
bedm,阴面
bdag,随葬
bejq,阻遏
bmqq,聘金
bwtl,附睾
bmad,聘期
bliy,孟浪
bmal,出苗
bayy,陈言
bcwk,取保
bkpn,职官
bwyn,附记
bgjk,耳蜗
bgbn,耳孔
bgtf,隔行
bujn,联电
bbnn,子书
bcgq,聚歼
bdgu,承平
bdkd,随顺
begu,阴平
bewf,阻值
bgkd,耳顺
bmqb,出迎
buyn,联翩
bejt,阴晦
bfmd,陡崖
bfnk,陡壁
bitf,函告
bmna,出展
buud,陪送
bbth,子息
bgry,卫护
bbwa,子代
bcud,聚头
begm,阴曹
bqyy,陶文
bupj,陪审
bkqr,陨铁
buyw,陪夜
bqfy,陷坑
bvud,限养
bgfk,耳鼓
bjfh,阳坡
bttj,降香
bnft,孔教
bwbg,附耳
bwov,除数
byfb,防地
biwu,逊位
bfwf,际会
bayr,陈诉
bqbl,陷阵
bais,陈酒
bgww,陋俗
bmma,出典
bqyk,隐衷
bslv,阿囡
btdi,降耗
byrv,防热
bgtu,耳科
bfmc,陡峻
bftf,陆千
bsth,阿片
bybw,防除
bgqf,耳针
bnby,孑孓
bldh,孟夏
bnkh,孑遗
bowj,耿介
bwqj,险象
bixt,隙缝
bere,阻援
bcuy,取闹
bbqk,子句
bqub,陶塑
bkip,职掌
bmoa,出煤
betc,阴私
bfst,陆桥
baoy,陈米
buwy,陪住
becw,阻难
bawx,陈货
bkgo,陨灭
bldw,孟春
bnmt,了账
bdqg,承印
bmrm,出缺
bkwv,职分
bjyy,阳文
bwbu,险隘
bydu,防磁
bdcn,堕马
bgid,耳尖
bdgk,随带
bdlf,承转
beyy,阴文
bgfw,陋规
buxd,陪绑
bwfa,附载
bfuu,陡立
bqow,孢粉
brxu,孤弱
bayg,陈请
bmee,出月
bejn,阴电
bwum,除弊
bdwd,承做
bdng,承情
bdvt,随群
badd,陈套
bwjj,队日
bwyw,除夜
bdmq,承购
bkkl,职别
bwkg,除号
bmmt,出账
byhw,防龋
bgny,隔心
btif,降尘
bqnk,隐避
brbb,孤子
bsbp,耵聍
buau,障蔽
bvhh,限止
bwub,附逆
bgfr,耳垢
bbhh,子目
bvii,限水
bbvt,子媳
bbfa,子域
bidd,函大
bfyo,陡变
bcme,颞骨
bkyg,职评
bwxq,险绝
bwgf,险球
bnhv,孔眼
bmxq,聘约
blto,孟秋
bflk,陆架
bbou,子粒
buip,联演
btuw,隆准
bmvt,出九
bwaa,险工
bfya,陡度
bitj,函复
bdwf,承付
btng,隆情
bbvn,子婿
bcgu,取平
bifb,隙地
bsbw,阿附
bcia,聚汇
bbuk,子部
bwrr,附白
bwaq,险区
byuf,防凌
budw,联奏
bnuu,孑立
biym,函调
bmyn,出亡
bfym,陵庙
bdyi,承应
bwtt,附笔
bkhw,亟盼
btkd,降顺
bukh,隘路
brvf,孤孀
bqjm,隐映
bipd,函寄
btbg,聒耳
bimq,函购
bifp,函索
bmid,出尖
bmxo,出继
bfte,陆稻
bbfj,子堤
bjjn,阳电
bwcu,附骥
bwld,险固
bdip,随常
bmwd,出伏
bmuk,聘问
bcfd,颞颥
cccc,双双
cefp,通过
cfgf,对于
ceqk,能够
cwut,难道
celt,能力
cdlk,参加
ckiy,台湾
cfyy,对方
cnhh,马上
cqqb,欢迎
cmww,观众
cdgn,参与
ccjg,又是
cfbn,对了
cftr,对我
cfrt,对手
ccyy,双方
cmhk,观点
cetd,通知
cwny,难以
cbrf,矛盾
cfqj,对象
cqyt,允许
cmpw,观察
ceip,通常
cfhx,对此
cbyf,预计
cbad,预期
cbim,预测
cegi,能否
cftf,对待
ccsv,又要
ceyh,能让
cwtj,难得
cern,勇气
cybb,骗子
cwfp,难过
cfyt,对话
cfwf,对付
cejg,能量
cdft,参考
cfwb,对他
cfxx,对比
ctwg,骄傲
ceid,能源
cwep,难受
cedh,能在
cmrh,观看
cmwy,观念
cfvb,对她
cnlh,马甲
cfdm,对面
cewy,通信
cqnh,鸡蛋
cvcw,艰难
cwya,难度
cnsg,巴西
ccrt,双手
cerc,能把
ccgi,又不
cede,能有
cfry,对抗
cwnc,难怪
ceut,通道
cbby,预防
cdfg,骑士
cndq,马克
ccce,又能
cdcm,参观
cwyg,验证
ceyn,通讯
cfqh,对外
cfad,对其
cnab,巴萨
cwqk,难免
cdpf,参赛
cbny,予以
cqqi,欢乐
cnkh,马路
ckhh,台上
cfkb,对啊
cewd,能做
cyww,骗人
cafc,驱动
cbth,预算
ccdh,又在
cdov,参数
ccyu,又说
ccpu,又被
cand,戏剧
cenb,勇敢
cwrh,难看
cntq,巴黎
cwjg,难题
cfyi,对应
ceet,通用
ccwf,又会
cerb,通报
ckux,台北
